Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0.0,0.0,0.08
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.76
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.82
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1
Mega Man Zero Collection,DS,2010,Platform,Capcom,0.21,0.02,0.11,0.02,0.36
Alone in the Dark,PC,2008,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0.0,0.03,0.24
NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Adventure,Russel,0.0,0.0,0.01,0.0,0.01
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04
Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0.0,0.0,0.02,0.22
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003,Adventure,Square Enix,0.0,0.0,0.36,0.01,0.37
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97
FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32
NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01
Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52
Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.25
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.32
Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.88
NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.4,0.02,0.0,0.07,0.49
Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.19,0.01,0.04,0.49
Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55
Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01
The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.43
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0.0,0.02,0.25
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,0.11,0.0,0.0,0.01,0.12
Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4
Blazing Heroes,SAT,1995,Role-Playing,Sega,0.0,0.0,0.3,0.0,0.3
WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.22,1.03
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,0.18,0.19,0.0,0.04,0.41
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02
Transformers: Revenge of the Fallen (DS Versions),DS,2009,Action,Activision,0.17,0.13,0.0,0.03,0.33
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.78
Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.87
Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84
Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07
Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71
Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0.0,0.01,0.16
Strider (2014),PS3,2014,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.86
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
Memories Off 6: Next Relation,PS2,2009,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0.0,0.01,0.06
Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0.0,0.0,0.03
TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24
Syberia II,PC,2004,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.01
X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.08,0.0,0.03,0.25
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0.0,0.03,0.21
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0.0,0.0,0.2,0.0,0.2
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.49
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,0.21,0.09,0.0,0.03,0.33
James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,THQ,0.15,0.22,0.0,0.05,0.42
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.21,0.02,0.0,0.02,0.25
Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0.0,0.0,0.13
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.15
Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.04
Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0.0,0.0,0.0,0.02
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02
MotoGP 08,PS2,2008,Racing,Capcom,0.01,0.0,0.0,0.21,0.22
Championship Manager Season 01/02,PC,2001,Sports,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.18,0.64,0.27,0.1,1.19
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
NHL 2001,PS,2000,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14
The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform,THQ,0.16,0.04,0.0,0.01,0.21
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0.0,0.02,0.39
Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99
Unreal Championship,XB,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67
Area 51,XB,2005,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97
GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.87
Challenge Me: Word Puzzles,DS,2011,Puzzle,O-Games,0.03,0.0,0.0,0.0,0.03
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.99
Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02
Men of War: Vietnam,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04
WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.02
Metal Max 3,DS,2010,Role-Playing,Enterbrain,0.0,0.0,0.13,0.0,0.13
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06
Jampack Spring 2004 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0.0,0.03,0.03,0.01,0.07
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26
"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08
Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03
Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7
My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.1,0.0,0.06,0.77
Tropico 3,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05
Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.69
Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79
Fuel,PC,2009,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.1,0.0,0.05,0.42
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.22
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.0,0.0,0.62,0.0,0.62
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.08
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0.0,0.18,0.9
God Hand,PS2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.06
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15
Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.5
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.21
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0.0,0.0,0.26
Ghostbusters,2600,1985,Puzzle,Activision,0.42,0.03,0.0,0.0,0.45
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04
Tournament Pool,Wii,2009,Sports,Destineer,0.1,0.0,0.0,0.01,0.11
The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0.0,0.01,0.56
The Crew: Wild Run,PC,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47
Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22
Noddy in Toyland,DS,2011,Misc,GSP,0.0,0.05,0.0,0.01,0.06
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0.0,0.02,0.21
Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14
VMX Racing,PS,1997,Racing,Playmates,0.16,0.11,0.0,0.02,0.29
DiRT 3,PC,2011,Racing,Codemasters,0.0,0.13,0.0,0.03,0.16
Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.25,0.04,0.0,0.03,0.32
Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
How to Train Your Dragon,DS,2010,Action,Activision,0.32,0.17,0.0,0.05,0.54
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0.0,0.01,0.13
Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04
Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,0.12,0.01,0.0,0.13,0.26
Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Action,Konami Digital Entertainment,0.15,0.0,0.03,0.01,0.19
Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22
Sonic Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.14
Mortal Kombat Kollection,PS2,2008,Fighting,Midway Games,0.04,0.03,0.0,0.01,0.08
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23
Chaos;Head Noah,X360,2009,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74
Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,Atari,0.52,0.19,0.0,0.01,0.72
Bionic Commando,PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.07,0.37
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.93
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06
Jewel Quest Solitaire,DS,2009,Puzzle,GSP,0.0,0.14,0.0,0.02,0.16
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.06,0.04,0.0,0.01,0.11
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.21,0.12,0.0,0.04,0.37
High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.19
X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0.0,0.01,0.15
J-League Victory Goal,SAT,1995,Sports,Sega,0.0,0.0,0.15,0.0,0.15
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.13,0.0,0.31,0.01,0.45
Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27
Saru! Get You! SaruSaru Daisakusen,PSP,2007,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54
Ballblazer Champions,PS,1997,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02
The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0.0,0.06,0.89
My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06
Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0.0,0.01,0.3
Dead or Alive,SAT,1997,Fighting,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
Just Dance 2015,X360,2014,Misc,Ubisoft,0.41,0.16,0.0,0.06,0.63
Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04
Farm Frenzy 3,DS,2011,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02
StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01,0.16
Super Robot Taisen K,DS,2009,Strategy,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.07,0.0,0.02,0.21
Front Mission 4,PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.0,0.0,0.01,0.1
EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.37
Racquet Sports,Wii,2010,Sports,Ubisoft,0.14,0.09,0.0,0.02,0.25
Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27
Just Dance 3,PS3,2011,Misc,Ubisoft,0.33,0.21,0.0,0.09,0.63
Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21
Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06
Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.76
Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28
Disney's Chicken Little,GBA,2005,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.69
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6
Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0.0,0.04,0.22
Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.04
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94
Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0.0,0.01,0.1
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.29
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07
Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.2
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53
Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.06
G-Force,DS,2009,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56
LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.08
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.26,0.89,0.0,0.3,3.45
Max & the Magic Marker,DS,2011,Platform,Unknown,0.0,0.06,0.0,0.0,0.06
Apex,XB,2003,Racing,Atari,0.1,0.03,0.0,0.0,0.13
Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
Grooverider: Slot Car Thunder,XB,2003,Racing,Encore,0.01,0.0,0.0,0.0,0.01
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.02
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19
Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12
Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
FabStyle,3DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
Pokemon HeartGold/Pokemon SoulSilver,DS,2009,Action,Nintendo,4.4,2.77,3.96,0.77,11.9
Virtua Cop,SAT,1995,Shooter,Sega,0.0,0.0,0.62,0.0,0.62
Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0.0,0.03,0.48
Gran Turismo,PS,1997,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
Quake,N64,1998,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19
Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.93,0.97,0.02,0.21,2.13
Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.53,0.0,0.0,0.04,0.57
Rocksmith 2014,PS4,2014,Misc,Ubisoft,0.34,0.17,0.0,0.11,0.62
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,0.18,0.07,0.0,0.0,0.25
Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73
Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07
SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54
Backyard Hockey,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.08
Quick Yoga Training,DS,2008,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.32,0.03,0.0,0.03,0.38
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1
Championship Foosball,Wii,2008,Sports,505 Games,0.09,0.0,0.0,0.01,0.1
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01
Samurai Western,PS2,2004,Action,505 Games,0.04,0.03,0.0,0.01,0.08
Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0.0,0.0,0.02
TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0.0,0.02,0.24
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,Action,Capcom,0.25,0.0,0.31,0.02,0.58
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04
Anno 2070,PC,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27
Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0.0,0.01,0.13
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45
